kategori,subkategori,tanggal,jam,latitude,longitude,tempat kejadian,nama kapal,bendera kapal,jenis kapal,berat kapal,IMO,Call Sign,MMSI,status kapal,nama perusahaan,nama pemilik,pelabuhan terakhir,pelabuhan tujuan,kapten kapal,kewarganegaraan,jumlah kru,pok/org afiliasi,modus operandi,sumber_klasifikasi_berita,isi_berita,pemeriksa,kapal penangkap
Imigran Ilegal,,04/01/2014,04:55,107.95448,-5.2681,Laut Jawa,Quinquereme,Andorra,Kpl Ikan,215,IMO 59814,QHJ19618,42198,Layar,PT. Dharmasa Adi Sejahtera,Cristian Zenoni,Batang,Lapuko,Ismail Marzuki,Kyrgyzstan,,,,E,3,Polri,Speed Boat
Imigran Ilegal,,21/11/2016,07:40,108.37165,-5.72365,Laut Jawa,SS Cufic,Gaza Strip,Kpl Ikan,178,IMO 82722,GCU20119,69384,Layar,PT. Ben Sinergi Translogistik,Stefano Pioli,Wahai,Wonreli,Elana,Bolivia,,,,F,4,Bea Cukai,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,14/11/2018,21:40,120.636001,2.67884642,Laut Sulawesi,Aranui 3,Reunion,Kpl Derek/Crane,126,IMO 26943,HSI1917,43793,Layar,PT. Indoguna Sarana Ekspress,Ferrera,lamakera,Malarko,Ghani,Samoa,,,,B,3,Polri,Kpl Pemerintah
Imigran Ilegal,,26/01/2014,19:05,124.9394563,-5.84040063,Laut Banda,SS Cufic,French Southern & Antarctic Lands,Kpl Ro-Ro,198,IMO 66962,NIJ211115,43114,Sandar,PT. Ensti Expres,Antonio Anquela,Dumai,Sawang,Jens Stoltenberg,Burundi,,,,D,5,TNI,Kpl Pengeruk/Dredger
Imigran Ilegal,,03/12/2014,08:25,137.0726282,0.70309926,Laut Halmahera,Exxon Valdez,Ireland,Supply Ship,140,IMO 23546,FEJ82410,15738,Sandar,PT. Api Biru Nusantara,Jordy,Dawi-dawi,Kawio,Hassan,Netherlands Antilles,,,,C,5,TNI AL,Tanker
Imigran Ilegal,,13/12/2015,12:25,117.5824096,-7.8122138,Laut Flores,Axel Mærsk,Canada,Tanker,125,IMO 68176,ZJN241822,14996,Sandar,PT. Tunas Antarnusa Muda Kargo (TAM CARGO),Kiki Amalia,Kawaluso,Kaimana,Igiebor,Switzerland,,,,B,1,Bakamla,Penumpang
Imigran Ilegal,,06/10/2014,02:30,118.9722034,-7.96320246,Laut Flores,"Maharshi Bhardwaj, LPG Tanker*Mesaimeer, LNG Tanker",Nicaragua,Kpl Pengebor/Drillship,135,IMO 15651,FFN61524,92317,Layar,PT. Pesan Delivery Indonesia,Darko Jankovic,Pare-Pare,Falabisahaya,Daniel Osvaldo,Saudi Arabia,,,,C,2,TNI,Kpl Ro-Ro
Imigran Ilegal,,01/08/2018,01:10,125.2075374,-4.17823526,Laut Banda,Shuttle tanker,Jordan,Kpl Pengeruk/Dredger,130,IMO 24423,XEN11222,66698,Sandar,PT. Tunas Sejahtera Logistics,Jeong Chan,Buli,Muara Angke,XO-IX,Norway,,,,E,4,Bakamla,Kpl Pemerintah
Imigran Ilegal,,12/07/2014,00:45,128.8555573,-5.15368621,Laut Banda,MT Trochus,The Bahamas,Kpl Penyelamat/Lifeboat,235,IMO 62714,OOT32611,48853,Layar,PT. Delta Anugerah Lestari Ekspres,Taufiq Kiemas,Eray,Geser,Midori Kawana,Sweden,,,,C,2,TNI AD,Kpl Selam
Imigran Ilegal,,16/08/2016,01:55,136.8360757,1.38384459,Laut Halmahera,"Houston Express, container ship for Hapag-Lloyd line",Ghana,Kpl Layar,206,IMO 73222,UZO258,19232,Lego,PT. Aix Indologis Exspress,Bunisch,Lerokis,Kintap,Tholchah Hasan,Bosnia & Herzegovina,,,,F,5,TNI,Tug Boat/Kpl Tunda
Imigran Ilegal,,27/05/2018,20:40,107.98023,-3.61756,Laut Jawa,SS Runic,Laos,Kpl Pengeruk/Dredger,131,IMO 12665,VSS72419,12426,Sandar,Hypnosis,Vladimirovich,Manu/Gamumu,Sluke,Boris Sergeyevich,Puerto Rico,,,,B,4,TNI AD,Tug Boat/Kpl Tunda
Imigran Ilegal,,07/07/2016,09:55,124.9907823,-5.30894711,Laut Banda,SS Asiatic,The Gambia,Penumpang,168,IMO 24563,ELC62226,12339,Layar,PT. Andalan Mandiri Ekspress,Shimokawa,Buhias,Sikeli,Dominique de Villepin,Nigeria,,,,D,1,TNI,Kpl Selam
Imigran Ilegal,,04/01/2019,15:45,136.1251757,1.5485067,Laut Halmahera,MV Erika,Mayotte,Kpl Pengeruk/Dredger,141,IMO 29933,GVM1816,42397,Layar,PT. Ahner Adhi Perkara,Brad Friedel,Loleo Jaya,Essang,Tranquillo,Monaco,,,,B,1,TNI,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,10/12/2015,20:10,119.2275093,-7.76080787,Laut Flores,SS Nomadic,Iceland,Survey/Kpl Survei,140,IMO 69538,YBC171423,46474,Lego,PT. Sinar Anugerah Eka,Tran Duc,Fogi,Kokas,Willian,Montserrat,,,,F,5,Bea Cukai,Kpl Selam
Imigran Ilegal,,23/11/2018,15:30,123.2040071,2.43032506,Laut Sulawesi,MV Craigantlet,Cuba,Kpl Penyelamat/Lifeboat,246,IMO 51819,ISC20206,49875,Lego,CV. Graha Multi Sarana,Melisa Gandasari,Dabo Singkep,Pekanbaru,Bodmer,Greece,,,,F,5,KKP,Tug Boat/Kpl Tunda
Imigran Ilegal,,16/11/2017,18:50,129.9975916,-4.28660425,Laut Banda,SS Runic,Cayman Is.,Kpl Derek/Crane,216,IMO 54227,EAD13117,25332,Sandar,CV. Pascal Delta Prima,Ackles,Bicoli,Pelaihari/Swarangan,Erik Martins,Martinique,,,,B,1,Bakamla,Tongkang
Imigran Ilegal,,29/02/2016,02:50,131.7200746,1.57303714,Laut Halmahera,SS Fredericksburg,Venezuela,Kpl Nelayan,165,IMO 78187,CJG141611,22221,Lego,PT. Lion Express,Peter Hall,Mamuju,Indramayu,Jay Brannan,Iceland,,,,E,2,KKP,Kpl Pesiar
Imigran Ilegal,,13/01/2017,14:00,119.2571363,-6.94961455,Laut Flores,SS Bardic,Poland,Speed Boat,164,IMO 63951,IAR4114,96661,Sandar,PT. Xpresindo Courier,Yoo Jung,Samuda,Ansus,Evans Wise,Monaco,,,,D,4,Bakamla,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,09/11/2016,23:05,126.5465674,-6.52700967,Laut Banda,MSC Carouge,Seychelles,Tongkang,201,IMO 78184,ZWZ21115,99734,Sandar,PT. Jabeny Logistics,Ludwig Mies van der Rohe,Gorontalo,Dabo Singkep,Rianto,Bermuda,,,,F,6,TNI,Kpl Pengebor/Drillship
Imigran Ilegal,,22/02/2015,13:35,129.1273624,-5.79366243,Laut Banda,MSC Geneva,Philippines,Kpl Derek/Crane,245,IMO 72889,BCX112018,17759,Lego,PT. Elnusa Petrofin,Chalm,Padang Bai,Pulau Mules,Agassa,Seychelles,,,,F,3,KKP,Kpl Pesiar
Imigran Ilegal,,22/07/2016,13:00,128.7295711,-5.49993564,Laut Banda,SS Mayaguez,China,Kpl Layar,119,IMO 24371,XJB26910,38229,Lego,PT. Garuda Tama Indonesia,Corey Burton,Teor,Tanjung Batu Kundur,Hanggini Purinda Retto,Suriname,,,,A,5,Polri,Tug Boat/Kpl Tunda
Imigran Ilegal,,05/09/2015,18:30,119.9318793,-7.03505566,Laut Flores,Axel Mærsk,Egypt,Kpl Pesiar,195,IMO 38699,HKK22019,67967,Lego,PT. Hero Super Market ,Harlem Brundtland,Tanjung Pandan,Kesui,Anto Hud,Cyprus,,,,F,1,Bea Cukai,Kpl Militer
Imigran Ilegal,,30/06/2019,08:35,130.4446243,-4.2536532,Laut Banda,MT Stolt Valor,Namibia,Kpl Ro-Ro,192,IMO 92977,HNK17917,27573,Lego,PT. Jaha Buana Lestari,Mossadegh,Tanjung Pandan,Paleleh,Kearns,Macedonia,,,,A,2,TNI AL,Kpl Pemerintah
Imigran Ilegal,,25/09/2017,15:50,136.0922117,1.85233139,Laut Halmahera,MV Empire MacColl,Niue,Kpl Penyelamat/Lifeboat,110,IMO 29839,JPD162111,78687,Lego,PT. Tpal Ekspres Indonesia,Basyral,Langara,Tanjung Batu Kundur,Okky Asokawati,Yemen,,,,A,3,TNI AL,Kpl Pemerintah
Imigran Ilegal,,04/02/2019,18:00,119.78358,-6.58350276,Laut Flores,SS vedic,Estonia,Kpl Peti Kemas/Container,249,IMO 76839,EQZ2179,85319,Layar,Perusahaan Umum (Perum) Damri,Yevgeni Serdobolskiy,Kolaka,Gunung Sitoli,Pfeiffer,Guatemala,,,,E,4,TNI AU,Tug Boat/Kpl Tunda
Imigran Ilegal,,26/02/2016,06:20,130.7895349,2.12713832,Laut Halmahera,Shuttle tanker,Fiji,Kpl Pengeruk/Dredger,199,IMO 95891,KNT121413,85516,Layar,PT. Mitra Berjaya Sukses Sejahtera,Peter Schmeichel,Kakorotan,Pulang Pisau,Manuel Lpez Obrador,Syria,,,,F,2,TNI,Survey/Kpl Survei
Imigran Ilegal,,27/02/2017,09:45,127.2046271,-6.66950127,Laut Banda,SS vedic,Israel,Kpl Nelayan,185,IMO 75835,DEX10103,17159,Layar,Kharisma Abadi,Stphane Ruffier,Manggar,Teluk Tapang,Erdian,The Gambia,,,,B,6,KKP,Kpl Militer
Imigran Ilegal,,17/09/2014,03:45,137.8270342,1.1159245,Laut Halmahera,"Umm Slal, LNG Tanker",Germany,Bulker/Kpl Pengangkut Barang Curah,152,IMO 11175,ZNF121813,26343,Sandar,PT. Jala Sutera Indoraya,Rushdie,Tanjung Beringin,Ransiki,E.H. Nizar Datuk,Azerbaijan,,,,E,3,TNI AU,Kargo/Barang
Imigran Ilegal,,26/10/2019,21:20,129.3180526,-6.02990031,Laut Banda,MV Cristina A,Cambodia,Kpl Kayu,151,IMO 27827,RXV8211,78684,Sandar,PT. Uni Logistik Indonesia,Taufiq,Paniti,Labuhan Uki,Rosihan Anwar,Slovenia,,,,F,4,Bea Cukai,Kpl Pemerintah
Imigran Ilegal,,01/02/2017,06:35,120.3531653,3.45766517,Laut Sulawesi,MS Stolt Surf,Madagascar,Kpl Militer,155,IMO 46298,UKZ11111,22355,Layar,PD. Anugerah Sejati,Ronal Surapradja,Bade,Bintuhan/Linau,Soedjana,Kyrgyzstan,,,,B,2,TNI AD,Kpl Peti Kemas/Container
Imigran Ilegal,,11/11/2019,19:55,119.7668875,-7.49452862,Laut Flores,USS Allegan (AK-225),Uganda,Tanker,238,IMO 45329,NYP1817,11267,Lego,PT. Bee Bersama Kargo,Cees Paauwe,Karang Agung,Kalatoa,Merayu Sukma,French Polynesia,,,,D,4,TNI AL,Kpl Pemerintah
Imigran Ilegal,,08/08/2019,20:05,118.6476831,-7.33736489,Laut Flores,SS Belgic ||||,Liechtenstein,Kpl Peti Kemas/Container,165,IMO 67513,TOK2142,63644,Sandar,PT. Giandres Abadi Express,Onur,Fak-fak,Moa,Robert Plant,Zambia,,,,E,6,TNI,Kpl Pengebor/Drillship
Imigran Ilegal,,15/04/2014,07:25,124.3807691,1.94931135,Laut Sulawesi,Sitakund,Montenegro,Kpl Pengebor/Drillship,230,IMO 58784,NUC325,72671,Layar,Kharisma Abadi,Aleksandr Andreyevich Khoroshilov,Samuda,Waworada,Tommy Kaganangan,Eritrea,,,,B,4,TNI AD,Survey/Kpl Survei
Imigran Ilegal,,20/02/2014,18:20,119.9440935,3.98346421,Laut Sulawesi,MV Harpa,Grenada,Kpl Kayu,148,IMO 82353,ZWS1239,75437,Layar,PT. Surya Baru Abadi,Biyogo,Darume,Kota Agung,Steven Cheung,Netherlands,,,,A,3,KKP,Kpl Pengeruk/Dredger
Imigran Ilegal,,08/02/2019,08:15,138.5392624,1.31689133,Laut Halmahera,MV Ascension,Norfolk I.,Survey/Kpl Survei,109,IMO 63183,EGT251122,78422,Sandar,PT. Jalan Baru Jalan,Canals Barrera,Pasangkayu,Gresik,Marcio Souza da Silva,Albania,,,,E,2,TNI,Tug Boat/Kpl Tunda
Imigran Ilegal,,14/11/2019,16:20,126.5118321,-4.54310315,Laut Banda,MV Jindal Kamakshi,South Georgia & the South Sandwich Is.,Kpl Ikan,250,IMO 89788,UFT51811,43888,Lego,Graha Elang,Hardimen Koto,Galela,Baa,Herry Lontung,Madagascar,,,,A,6,TNI AD,Kpl Nelayan
Imigran Ilegal,,26/06/2018,11:45,124.3083003,3.64682952,Laut Sulawesi,MS Star Clipper,Zambia,Kpl Ikan,178,IMO 66998,MNN222614,56558,Layar,PT. Mitra Buana Express,Pollitt,Kuala Pembuang,Oransbari,Nilsson,Netherlands Antilles,,,,F,6,TNI,Kpl Ikan
Imigran Ilegal,,14/05/2018,03:45,110.27665,-4.15013,Laut Jawa,MV Macoma,Iraq,Tongkang,181,IMO 14724,VUG5223,68313,Lego,PT. Sinar Parahyangan Abadi,Ndong,Lameluru,Teluk Air / Padang Tikar,Risca Indah,Mauritania,,,,D,3,Polri,Kpl Pemerintah
Imigran Ilegal,,20/10/2014,15:15,129.9857325,-5.79780515,Laut Banda,SS Nomadic,Togo,Tug Boat/Kpl Tunda,151,IMO 15644,HDC20625,18234,Sandar,PT. Indopos Hasyim Ashari,Kazim-Richards,Pangandaran,Adaut,Daniel Handler,British Virgin Is.,,,,A,6,TNI,Kpl Selam
Imigran Ilegal,,06/12/2017,18:55,109.85596,-4.87716,Laut Jawa,"Maharshi Bhardwaj, LPG Tanker*Mesaimeer, LNG Tanker",Reunion,Kpl Pengebor/Drillship,132,IMO 24687,NNW12257,68159,Sandar,PD. Maslahat,Josu,Pamatata,Dawai,Federico Bessone,Kenya,,,,E,6,TNI AU,Kpl Militer
Imigran Ilegal,,07/07/2018,09:20,109.91354,-5.56871,Laut Jawa,SS Tropic ||,Ireland,Kpl Pesiar,122,IMO 84829,UEJ261921,94783,Sandar,PT. Lingga Pos Kirimcepat,Orkes Plasu Minimal,Loseng,Selat Lampa,Toyosaki,Latvia,,,,D,6,Bea Cukai,Kpl Militer
Imigran Ilegal,,21/02/2014,18:25,121.6627346,2.49334853,Laut Sulawesi,"Estelle Mærsk, container ship for Maersk Line",Zimbabwe,Penumpang,174,IMO 65397,SNU7257,91432,Sandar,Standard Chartered Bank,Vanessa Hudgens,Kota Agung,Kawio,Yunho,Slovenia,,,,D,6,Bakamla,Kpl Pesiar
Imigran Ilegal,,10/04/2019,06:40,129.0671619,-5.7077643,Laut Banda,LT Cortesia,Bouvet I.,Penumpang,159,IMO 99729,CDV192021,65278,Sandar,PT. Hero Super Market ,Judas Priest,Sampit,Pulau Sambu,Angelina Jolie,Panama,,,,F,6,TNI,Supply Ship
Imigran Ilegal,,05/08/2015,16:05,129.7089669,-4.93458398,Laut Banda,"Umm Laqhab, LPG Tanker",Bosnia & Herzegovina,Tongkang,237,IMO 56878,MAA10244,25547,Layar,PT. Dexter Ekspressindo,lex Glvez,Una-Una,Kotabaru,Alen Boki,United Kingdom,,,,E,1,KKP,Kpl Ikan
Imigran Ilegal,,06/02/2017,05:15,123.0708374,4.04734998,Laut Sulawesi,Hudson Cavalier,Tokelau,Kpl Pemadam Kebakaran/Fireboat,180,IMO 68825,HUF2678,27538,Layar,PT. Mekar Lintas Nusa,R. Hartono,Teluk Leidong,Biu,Anton Begeza,Thailand,,,,A,3,Bea Cukai,Kpl Layar
Imigran Ilegal,,05/10/2016,14:50,107.5315,-5.02004,Laut Jawa,Maritime Jewel,Saudi Arabia,Kpl Derek/Crane,121,IMO 37725,TJQ5237,33377,Layar,PT. QQ World Express,Jona Senilagakali,Rengat/Kuala Cinaku,Dobo,Fay Nabila,Laos,,,,C,2,TNI AU,Kpl Ikan
Imigran Ilegal,,07/07/2015,00:40,107.17076,-4.6338,Laut Jawa,MT Sidsel Knutsen,New Zealand,Kpl Layar,164,IMO 97493,UMD132118,28976,Sandar,Agung Jaya,Nadia Vella,Lawele,Wulur,Papa Bouba,Cayman Is.,,,,B,1,TNI AD,Tanker
Imigran Ilegal,,10/11/2016,18:20,121.209906,2.17450905,Laut Sulawesi,USS Ascella (AK-137),British Virgin Is.,Kargo/Barang,194,IMO 58875,YEM161118,39919,Layar,PT. Bintang Jaya Trans,Ewil Merodakh,Ende,Maloy,Mary Astor,New Caledonia,,,,A,4,TNI AD,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,15/08/2014,21:05,108.86377,-4.14269,Laut Jawa,SS Afric,Mauritania,Kpl Militer,152,IMO 27391,OGQ1248,58552,Sandar,PT. Cargo Andalan Nusantara,Rahman Sulaeman,Gorom,Teluk Dalam,Ruslan Shukov,Germany,,,,B,3,TNI AD,Kpl Peti Kemas/Container
Imigran Ilegal,,08/08/2019,05:30,126.8798251,-6.26036648,Laut Banda,USS Sherman,Mexico,Kpl Penyelamat/Lifeboat,203,IMO 89363,BCN18514,71791,Sandar,PT. Aditama Karya Abadi,Rice Burroughs,Amahai,Atapupu,Jos Mara,Antigua & Barbuda,,,,C,4,KKP,Survey/Kpl Survei
Imigran Ilegal,,12/12/2017,21:00,108.77845,-4.24709,Laut Jawa,LT Cortesia,The Bahamas,Kpl Nelayan,190,IMO 89747,NBN101210,64376,Layar,PT. Satu Sumber Sarana,Charles Edward,Subaim,Pulau Baai,Asty,Burkina Faso,,,,A,2,TNI AL,Kpl Pengebor/Drillship
Imigran Ilegal,,28/02/2016,17:30,111.33458,-5.49929,Laut Jawa,SS Belgic ||,Afghanistan,Tongkang,193,IMO 11819,ROD102123,58279,Sandar,PT. Gamma Epsilon ,Nami,Tepeleo/Tapaleo,Tegal,Jacques Tits,Bulgaria,,,,C,5,Polri,Kpl Pengebor/Drillship
Imigran Ilegal,,19/03/2018,12:05,123.403118,2.26663604,Laut Sulawesi,"Onaiza, LNG Tanker",United Kingdom,Kpl Pesiar,181,IMO 59989,QWU19147,19256,Lego,PT. IMS Ekspres Indonesia,BulletBoys,Karatung,Tanjung Perak,REO Speedwagon,Saudi Arabia,,,,B,2,Polri,Supply Ship
Imigran Ilegal,,12/08/2016,16:20,119.2010619,-7.92900213,Laut Flores,CMA CGM Vela,Iran,Speed Boat,111,IMO 48647,FPJ241520,65326,Layar,PT. Ensti Expres,Symmes,Sinabang,Wini,Kvin Gameiro,Syria,,,,D,4,Bea Cukai,Kpl Derek/Crane
Imigran Ilegal,,23/10/2016,05:40,131.5947903,0.67816327,Laut Halmahera,SS Ideal X,Hungary,Kpl Kayu,162,IMO 84693,XQM4181,32558,Lego,PT. Indopos Hasyim Ashari,Jean Alain Boumsong,Maligano,Jinato,Portia Doubleday,Morocco,,,,F,1,Bea Cukai,Speed Boat
Imigran Ilegal,,15/09/2015,00:40,133.5258757,0.54301733,Laut Halmahera,Sitakund,Monaco,Kpl Nelayan,248,IMO 95454,SGN13323,97514,Sandar,Standard Chartered Bank,Gebby,Talang Duku,Kempo,Amieux,Australia,,,,F,4,TNI,Kpl Nelayan
Imigran Ilegal,,22/12/2014,16:05,136.7455155,1.83321042,Laut Halmahera,SS Afric,New Zealand,Kpl Pemerintah,121,IMO 37547,HRD91112,28165,Sandar,PT. Dino Logistics Perkasa,Gary Locke,Sibigo,Tanjung Priok,Daoed Joesoef,Cameroon,,,,D,4,TNI,Kpl Layar
Imigran Ilegal,,29/10/2018,05:05,119.6554105,-6.7866014,Laut Flores,USS Alnitah (AK-127),South Georgia & the South Sandwich Is.,Kpl Militer,174,IMO 68731,HRX222025,49875,Sandar,PT. Jalan Baru Jalan,Lan Bastian,Belang-Belang,Makalehi,Akhdan,Mauritius,,,,C,5,TNI AL,Speed Boat
Imigran Ilegal,,30/07/2019,22:25,129.5699393,-5.68377809,Laut Banda,SS Gallic,Ireland,Speed Boat,244,IMO 51529,IYK18241,59383,Layar,PT. Indomontas Karya Mandiri,Javier,Tanjung Berakit,Ambalau,Ben Watson,Burundi,,,,E,4,TNI AD,Survey/Kpl Survei
Imigran Ilegal,,08/03/2017,07:50,122.6699614,2.26273819,Laut Sulawesi,SS Prospector,Cuba,Tug Boat/Kpl Tunda,219,IMO 88824,MNT19242,11757,Layar,PT. Paramas Permata,Koesoemasoemantri,Gresik,Serui,Camilo Ziga,Thailand,,,,A,6,Bea Cukai,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,07/11/2016,07:10,137.4804709,1.40108346,Laut Halmahera,SS Atlantic Conveyor,Virgin Is.,Kpl Pemadam Kebakaran/Fireboat,170,IMO 59164,TSI121717,52216,Sandar,PT. Jaha Buana Lestari,Mohamad Rum,Dompak,Tobelo,Doank,Jordan,,,,A,2,TNI AU,Kpl Pesiar
Imigran Ilegal,,13/11/2014,22:35,117.3976789,-7.20808984,Laut Flores,MV Star Osakana,The Bahamas,Kpl Penyelamat/Lifeboat,105,IMO 55588,VGN192123,34125,Sandar,PT. Dakota Lintas Buana,Freshmilk,Makalehi,Palipi,N'Gog,Italy,,,,E,4,TNI AU,Kpl Pengebor/Drillship
Imigran Ilegal,,08/03/2019,00:15,108.79935,-5.43589,Laut Jawa,Thomas W. Lawson,Ethiopia,Penumpang,119,IMO 55424,EOB1152,13724,Layar,Dua Saudara,Sayuri,Sei Kolak Kijang,Bagan siapi-api,Sistyarini,Antigua & Barbuda,,,,A,5,TNI,Supply Ship
Imigran Ilegal,,30/05/2018,02:35,119.3196522,-7.18540488,Laut Flores,SS Bovic,Martinique,Kpl Peti Kemas/Container,121,IMO 97277,DPN24917,32663,Lego,PT. Ensti Expres,Al Deayea,Gita Payahe,Kasipute,Hugo Fraile,Wallis & Futuna,,,,C,5,TNI,Survey/Kpl Survei
Imigran Ilegal,,21/10/2017,23:25,124.0070709,2.13046712,Laut Sulawesi,MV Monchegorsk,Rwanda,Tug Boat/Kpl Tunda,187,IMO 72782,WYN2435,29549,Lego,PT. Indomarco Primata,I Lay,Gilimanuk,Falabisahaya,Aleksandar uri,Paraguay,,,,B,4,Bakamla,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,07/05/2019,21:35,132.2503516,2.17964273,Laut Halmahera,MV Ascension,The Gambia,Supply Ship,153,IMO 55654,XLW1383,64716,Lego,PT. Perishable Logistics Indonesia,Soelarto,Bunyu,Marapokot,Philip baron,Guinea,,,,C,2,Bakamla,Kpl Peti Kemas/Container
Imigran Ilegal,,31/05/2014,19:30,135.4033547,0.31391802,Laut Halmahera,"TSS Camito, banana boat of Fyffes Line.",Iraq,Kpl Nelayan,133,IMO 23624,YLP4163,73947,Layar,PT. Toyo Pack Prima Mandiri,Christine Baranski,Pantoloan,Tepeleo/Tapaleo,Nakamaru,Ireland,,,,A,3,Bea Cukai,Speed Boat
Imigran Ilegal,,03/06/2014,14:20,107.93907,-5.00611,Laut Jawa,MSC Geneva,"Congo, DRC",Tanker,128,IMO 51617,CFQ112513,61669,Layar,PT. Cargo Andalan Nusantara,Hein Victor Worang,Pulau Sambu,Langara,Puadin Redi,Czech Republic,,,,B,6,TNI AD,Kpl Pemerintah
Imigran Ilegal,,09/03/2014,08:10,138.13996,1.71842877,Laut Halmahera,SS Bovic,Sudan,Kpl Pengeruk/Dredger,111,IMO 22742,IEU9112,83563,Sandar,PT. Wira Andalan Sukses,Salim Alaydrus,Dumai,Maurole,Petta,Uganda,,,,F,5,Bakamla,Kpl Ikan
Imigran Ilegal,,05/09/2016,15:30,116.8606088,-7.38524706,Laut Flores,MV Golden Nori,Qatar,Survey/Kpl Survei,195,IMO 98283,SYV182110,32422,Layar,PT. Pusaka Cakra,Alarambe Dato,Sei Berombang,Labuhan Maringgai,Nosov,Croatia,,,,C,1,Bea Cukai,Supply Ship
Imigran Ilegal,,08/05/2017,15:40,127.148508,-4.95238599,Laut Banda,MS Costa Allegra,Vanuatu,Kpl Pengebor/Drillship,201,IMO 79871,MLX18920,79587,Sandar,PT. ESL EXPRESS,Krma,Belopa,Wonreli,Jean Pierre,Zambia,,,,B,1,TNI,Tanker
Imigran Ilegal,,28/07/2016,20:20,119.2012314,-7.25254074,Laut Flores,SS Bovic,Paraguay,Kargo/Barang,155,IMO 57442,HOT241422,89181,Sandar,PT. Indomarco Primata,Ratih Poespa,Tanjung Perak,Giliketapang,Varenne,Tokelau,,,,D,6,TNI AD,Kpl Pesiar
Imigran Ilegal,,04/05/2019,14:25,107.91048,-4.19288,Laut Jawa,MT Sidsel Knutsen,Liberia,Kpl Pemerintah,119,IMO 65365,MNY726,43655,Lego,PT. Nafastindo Trans Logistik,Jenna Gozali,Mangga Dua,Bataka,Andre Hardjana,Seychelles,,,,C,6,Bakamla,Kpl Selam
Imigran Ilegal,,10/05/2019,05:05,129.0960225,-5.7994253,Laut Banda,MSC Nuria,Kiribati,Kpl Ro-Ro,113,IMO 86692,DWI32125,89749,Lego,PD. Maslahat,Boyz,Dobo,Busua,Hamid Awaluddin,Vanuatu,,,,E,5,Bakamla,Kpl Derek/Crane
Imigran Ilegal,,26/02/2017,09:00,107.6375,-4.34987,Laut Jawa,CMA CGM Vela,Reunion,Kpl Kayu,148,IMO 55155,ZJV41717,24683,Lego,CV. Geulis Indah,Milomir Seslija,Nabire,Ndao,Sebastian Langkamp,Ethiopia,,,,A,5,TNI AL,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,09/05/2015,18:00,126.7753311,-4.61889558,Laut Banda,"Umm Laqhab, LPG Tanker",Wallis & Futuna,Kpl Pengeruk/Dredger,166,IMO 84422,UDZ11173,56369,Sandar,PT. Jabeny Logistics,Armendriz,Kendal,Tanjung Tiram/Karimun,Andrew Garfield,Comoros,,,,F,2,TNI AD,Kpl Pengeruk/Dredger
Imigran Ilegal,,11/11/2018,01:40,129.4089059,-5.17670854,Laut Banda,MV Cristina A,Oman,Kpl Derek/Crane,209,IMO 39686,XQZ241025,27168,Lego,PT. Top Express,Kirill Zaika,Jayapura,Maloy,Bibit Samad,South Georgia & the South Sandwich Is.,,,,B,4,KKP,Kpl Pengebor/Drillship
Imigran Ilegal,,02/03/2016,08:25,118.6143796,-7.18444097,Laut Flores,Akebono Maru,Haiti,Kpl Layar,112,IMO 88221,UIW3818,61557,Sandar,Nusantara,Tanner Richie,Sausapor,Eci,Nicolas Isimat Mirin,Burkina Faso,,,,B,1,TNI AU,Speed Boat
Imigran Ilegal,,15/02/2014,22:10,138.0126391,1.2143527,Laut Halmahera,SS Atlantic Causeway,Sri Lanka,Speed Boat,203,IMO 75827,XPW122417,13388,Lego,Agung Jaya,Aleisha,Larat,Korido,David Schartner,Ethiopia,,,,C,2,TNI AU,Kpl Layar
Imigran Ilegal,,05/04/2018,06:20,135.2552719,1.85842147,Laut Halmahera,SS Asiatic,Morocco,Penumpang,225,IMO 45342,JMT26189,48548,Sandar,PT. Sky Light Multitrada,Erison,Essang,Kalbut,Dementyev,Brunei,,,,C,2,KKP,Kpl Kayu
Imigran Ilegal,,25/02/2016,13:30,117.9838603,-6.93472815,Laut Flores,USS Albireo (AK-90),Zimbabwe,Kpl Penyelamat/Lifeboat,200,IMO 82893,CPE242519,87255,Sandar,PT. Absy Cipta Mandiri,Hiariej,Bitung,Kobisadar,David Healy,Falkland Is.,,,,E,1,TNI,Kpl Selam
Imigran Ilegal,,24/10/2017,06:00,126.4269259,-6.62112016,Laut Banda,SS Bardic,The Bahamas,Kpl Kayu,177,IMO 83156,QSR202323,98456,Sandar,PT. Pesan Delivery Indonesia,Camilo Ziga,Talang Duku,Leti,Romanchenko,Bangladesh,,,,B,3,Bea Cukai,Kpl Derek/Crane
Imigran Ilegal,,11/11/2016,21:45,107.50279,-4.33783,Laut Jawa,MSC Cordoba,Andorra,Kargo/Barang,151,IMO 22968,MQC1428,52793,Layar,Standard Chartered Bank,Glebov,Kereng Bengkirai,Lirung,Ielemia,Bolivia,,,,F,1,TNI AD,Kpl Pesiar
